413|1767.300903|-1903.353515|13.658588|356.611267|98|21|0|0
419|1763.436767|-1903.151733|13.363162|358.966003|0|98|0|0
434|-941.696960|1924.192504|42.822101|101.068061|6|4|17|10007
561|-955.688781|1911.362182|42.829689|338.240234|1|9|17|10007
461|-962.003112|1906.045166|35.345314|300.060089|9|21|17|10007
581|-965.275634|1929.791992|35.345314|274.366485|4|82|17|10007
575|-933.014221|1953.379516|35.345314|84.484603|0|3|17|10007
463|-942.404113|1950.217163|28.928085|248.677490|0|3|17|10007
465|248.662002|1847.575073|8.771842|12.995471|157|121|0|66666
439|456.171417|-1839.643310|4.368657|357.744659|6|6|0|0
585|1803.471313|-1914.306762|12.987257|88.938514|56|99|0|0
580|1765.926879|-1888.083862|13.554121|182.314788|0|0|0|0
479|1803.539306|-1923.807617|13.220911|88.453804|83|32|0|0
567|1777.651000|-1927.971191|13.254014|270.972259|5|96|0|0
482|1790.935913|-1888.230590|13.533596|186.282058|0|0|0|0
576|1761.446289|-1888.291992|13.555212|180.552856|9|8|0|0
411|-955.259826|1920.665161|28.923439|13.894384|83|118|17|10007
541|-945.952453|1936.555419|28.923439|135.490509|6|0|17|10007
429|-945.574340|1935.552001|35.345314|346.113830|151|33|17|10007
477|-957.782470|1935.401855|35.345314|258.716339|0|0|17|10007
506|-943.313903|1949.661621|35.345314|167.226791|144|144|17|10007
560|-952.332458|1920.318847|42.829689|35.312236|20|151|17|10007
559|-950.151733|1938.322143|42.829689|219.843933|144|151|17|10007
522|-941.223815|1933.358642|28.923439|182.870391|6|0|17|10007
521|-935.892456|1930.287841|35.345314|248.960861|151|0|17|10007
558|-942.044799|1934.885131|42.829689|102.055976|1|1|17|10007
562|-946.700439|1945.411865|42.829689|201.070220|1|1|17|10007
565|-957.544006|1933.385131|42.829689|164.166564|151|1|17|10007
405|549.950256|-1290.174072|17.123191|358.922882|98|98|0|0
400|543.610351|-1290.420776|17.242187|357.394897|6|1|0|0
551|546.349487|-1268.554931|17.044216|219.144378|162|15|0|0
533|533.536560|-1290.669921|17.242187|355.375518|0|0|0|0
540|537.980163|-1274.714233|17.101202|217.377624|0|0|0|0
545|-948.128662|1925.450073|35.345314|74.324699|148|148|17|10007
550|527.706542|-1289.900634|17.242187|359.944061|113|123|0|0
579|534.528381|-1277.715209|17.171083|217.732162|8|8|0|0
587|541.910949|-1271.776977|16.969247|217.178115|65|65|0|0
589|538.704895|-1290.432128|16.964742|357.510070|28|65|0|0
603|-960.946777|1924.810668|42.829689|279.914642|1|0|17|10007
402|530.375305|-1280.231201|17.242187|221.249694|99|99|0|0
400|462.162658|-1838.099731|4.537105|25.113473|65|0|0|0
415|-949.566711|1925.565917|28.923439|89.045440|6|6|17|10007
429|-948.026245|1935.236450|28.923439|169.029739|1|0|17|10007
446|446.303619|-1924.739746|-0.565303|270.385406|151|1|0|0
452|424.932769|-1924.695068|-0.719330|92.143844|6|0|0|0
522|-956.433166|1911.371459|28.928085|33.190460|156|55|17|10007
480|470.381866|-1863.037353|5.373641|30.393095|144|1|0|0
489|447.945373|-1838.234497|4.329061|40.805103|9|0|0|0
493|448.243133|-1937.838989|-0.379592|262.800842|9|0|0|0
500|457.421600|-1864.117309|5.373641|359.621551|1|9|0|0
579|466.397583|-1871.163330|5.379971|36.123149|2|9|0|0
453|423.979583|-1937.656738|-0.269890|91.749122|1|0|0|0
517|1803.609863|-1907.552612|13.269083|92.037078|19|0|0|0
516|1803.505493|-1910.844238|13.226009|93.594444|155|0|0|0
543|1803.319458|-1920.703125|13.230216|88.534309|1|1|0|0
566|1803.248168|-1927.105834|13.159969|87.904388|25|6|0|0
550|1803.079223|-1930.368408|13.212553|88.563171|144|6|0|0
549|1803.211791|-1933.531982|13.059844|90.976715|1|0|0|0
547|1801.102050|-1887.997558|13.179244|183.530242|22|60|0|0
546|1796.455810|-1888.089355|13.125761|180.152603|15|15|0|0
542|1786.247924|-1887.948120|13.137104|177.285720|155|0|0|0
529|1782.930786|-1887.819824|13.020833|182.925399|1|5|0|0
527|1779.641113|-1887.734741|13.085186|182.011352|155|0|0|0
526|1776.699340|-1887.905883|13.183506|181.285522|7|0|0|0
401|1777.333251|-1904.771118|13.192597|268.868927|3|0|0|0
404|1777.898681|-1908.135375|13.087100|269.174468|1|1|0|0
410|1777.466308|-1911.141601|13.021693|270.566833|7|1|0|0
421|1777.988525|-1913.976074|13.278532|270.789062|9|1|0|0
422|1777.231689|-1921.408325|13.367136|271.284271|1|0|0|0
426|1777.305664|-1924.600585|13.104404|268.687316|11|1|0|0
436|1777.165893|-1931.032104|13.136788|267.657775|25|6|0|0
445|1777.459472|-1933.840454|13.199786|270.831115|0|0|0|0
458|1777.962158|-1901.387573|13.247200|266.926513|98|0|0|0
462|1790.728515|-1901.566162|13.397171|168.760910|89|0|0|0
562|-951.909362|1924.894775|42.829689|162.867080|116|175|17|10007
467|1792.091674|-1909.972778|13.398174|260.845886|158|0|0|0
474|1791.744750|-1914.155029|13.143026|262.241302|1|1|0|0
475|1791.195190|-1922.349731|13.193264|262.241455|0|155|0|0
492|1790.828613|-1926.266601|13.171298|263.015106|155|0|0|0
496|1790.167846|-1930.201293|13.387578|268.981536|0|1|0|0
462|1791.228515|-1906.493164|13.397541|261.711273|4|168|0|0
